stamp_s,elapsed_s,global_x_m,global_y_m,interpolated_direct_utm_x_m,interpolated_direct_utm_y_m,global_to_direct_utm_m,global_to_centreline_m
1787657854.4601126,5.634119510650635,104.87584260179564,85.87742723354899,446.67508493871884,379.1171558652204,450.351263471161,310.31115458246967
1787657854.4931126,5.66711950302124,104.87675170163634,85.87808376437495,446.6744533368845,379.11641296774656,450.34918292045677,310.31007646646054
1787657854.5171125,5.691119432449341,104.87742388535953,85.87856825791741,446.67399399134035,379.1158726801385,450.34765686192156,310.3092796331919
1787657854.5601213,5.73412823677063,104.87105054830229,85.87409762767247,446.6731708263105,379.11490446379094,450.35414977597327,310.3167929978314
1787657854.589121,5.763128042221069,104.86988279975354,85.87328691184841,446.67261578586954,379.11425161872455,450.3547175938068,310.3181667682191
1787657854.6191268,5.793133735656738,104.8686530451964,85.87243174986278,446.6720414932817,379.11357612905766,450.3553320561582,310.31961395929994
1787657854.6621268,5.836133718490601,104.86685258255679,85.87117730580495,446.67121849709036,379.1126081112999,450.3562604195597,310.3217335881483
1787657854.6921268,5.866133689880371,104.86440554752525,85.86658731660243,446.6706443140194,379.111932750448,450.3602307912112,310.32559492901424
1787657854.7221289,5.8961358070373535,104.862723439529,85.86447821323047,446.67007008987963,379.11125734129047,450.3620051615524,310.32789371492834
1787657854.7591288,5.933135747909546,104.86060969297236,85.86182512574135,446.6693619312151,379.1104243967765,450.36425710871924,310.33078332598404
1787657854.7911289,5.965135812759399,104.85874658936994,85.85948421833686,446.66874946744747,379.10970400972093,450.36626147526465,310.333331115266
1787657854.8191295,5.993136405944824,104.85708968159119,85.85740065102,446.6682135513836,379.10907365897083,450.3680585066981,310.3355975222543
1787657854.8591294,6.033136367797852,104.86366486430563,85.85636588674319,446.66776366622673,379.10854449871243,450.3630560097706,310.32976540402433
1787657854.8921294,6.066136360168457,104.86438930432006,85.85442405345336,446.66744786389825,379.10817304824684,450.36328906804084,310.3297440425537
1787657854.9191365,6.093143463134766,104.86499593091779,85.85280966493345,446.66718941214145,379.10786905420775,450.3634857822986,310.3297221954684
1787657854.9631367,6.137143611907959,104.86601071440855,85.85013094954397,446.66676834084905,379.1073737851312,450.3638178068253,310.32967821178295
1787657854.9921365,6.166143417358398,104.86641721987334,85.85493720147385,446.6664908193883,379.1070473610788,450.359956507786,310.3276624386326
1787657855.0231407,6.197147607803345,104.86707274718403,85.85520224556332,446.6661941164247,379.106698375514,450.3588339882315,310.3269558529488
1787657855.0611408,6.235147714614868,104.86789600315731,85.85554168743501,446.6658304641523,379.10627064337365,450.3574336402054,310.32606623761177
1787657855.0911407,6.265147686004639,104.86856136192561,85.85582101818314,446.6655433713338,379.1059329613762,450.3563090103601,310.3253455501867
1787657855.1201432,6.294150114059448,104.86921753691489,85.85610058075743,446.66526582477536,379.1056065078036,450.3552057561388,310.3246334210885
1787657855.1621432,6.336150169372559,104.86756258394276,85.85539387972888,446.66486389391684,379.10513375193364,450.3563090686051,310.3264300443898
1787657855.1921432,6.366150140762329,132.67622492808349,108.62197065005932,446.66457680109835,379.1047960699362,414.426886144048,276.50865276351556
1787657855.2211466,6.395153522491455,132.67628777977154,108.62203389894132,446.6642992454134,379.10446960562894,414.42637388319105,276.50857305490814
1787657855.2601466,6.4341535568237305,132.6763773897294,108.62212831156671,446.66392602406495,379.1040306182271,414.4256750888258,276.5084580636271
1787657855.2891467,6.463153600692749,132.67622578150431,108.62196330635587,446.66364850032255,379.10370419149115,414.425474335084,276.5086542908447
1787657855.3191476,6.493154525756836,132.67622741350274,108.62196837723413,446.6633613983776,379.103366498759,414.425031866815,276.50865113033996
1787657855.3601475,6.534154415130615,132.67623264618774,108.62198317041305,446.66296903887684,379.1029050008342,414.4244197736982,276.50864146308123
1787657855.3911476,6.565154552459717,132.67623892579448,108.62200039516598,446.6626723747006,379.1025560608916,414.42395126633795,276.5086300296919
1787657855.418151,6.59215784072876,132.6762459908838,108.62201961125544,446.6624139594496,379.102252109791,414.42353920602324,276.508617218089
1787657855.461151,6.635157823562622,132.6746702716003,108.6297393731446,446.66200245951495,379.1017680986596,414.41906700510253,276.5076551252969
1787657855.4911509,6.665157794952393,132.67425323662957,108.63185082490146,446.66171536669646,379.1014304166621,414.4175670256076,276.5073787997038
1787657855.5211568,6.695163726806641,132.67383084360105,108.63400402600963,446.6614282168377,379.10109266757314,414.4160437802344,276.5070942894589
1787657855.562157,6.736163854598999,132.6732449317159,108.63701294031688,446.6610358550553,379.10063116696466,414.41392548172,276.5066926189377
1787657855.592157,6.7661638259887695,132.6780099256617,108.63280885901636,446.66074876223684,379.1002934849672,414.41262110028197,276.50351249828725
